price,points,variety,country,province,taster_name
45,94,Pinot Noir,US,California,Matt Kettmann
48,91,Pinot Noir,US,Oregon,Paul Gregutt
52,90,Pinot Noir,US,California,Virginie Boone
20,91,Chardonnay,US,Washington,Paul Gregutt
26,86,Chardonnay,US,California,Virginie Boone
18,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
11,85,Cabernet Sauvignon,US,California,Virginie Boone
28,89,Chardonnay,US,Oregon,Paul Gregutt
35,91,Pinot Noir,US,California,Virginie Boone
15,84,Chardonnay,US,California,Matt Kettmann
22,87,Chardonnay,France,Burgundy,Roger Voss
45,87,Cabernet Sauvignon,US,California,Virginie Boone
75,93,Chardonnay,US,Oregon,Paul Gregutt
81,95,Pinot Noir,US,Oregon,Paul Gregutt
13,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
70,85,Cabernet Sauvignon,US,California,Virginie Boone
48,92,Syrah,US,Washington,Paul Gregutt
45,93,Pinot Noir,US,California,Virginie Boone
36,90,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
55,91,Cabernet Sauvignon,US,California,Matt Kettmann
30,86,Syrah,US,Washington,Paul Gregutt
14,89,Riesling,US,Oregon,Paul Gregutt
45,93,Red Blend,US,Washington,Paul Gregutt
85,90,Cabernet Sauvignon,US,California,Virginie Boone
85,89,Pinot Noir,US,California,Virginie Boone
65,85,Cabernet Sauvignon,US,California,Virginie Boone
125,93,Cabernet Sauvignon,US,California,Virginie Boone
12,88,Pinot Gris,US,Washington,Paul Gregutt
80,88,Bordeaux-style Red Blend,US,California,Virginie Boone
75,92,Syrah,US,California,Matt Kettmann
45,92,Pinot Noir,US,Oregon,Paul Gregutt
30,90,Pinot Noir,France,Alsace,Roger Voss
61,92,Pinot Noir,US,California,Matt Kettmann
35,92,Chardonnay,US,California,Matt Kettmann
20,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
15,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
29,90,Cabernet Sauvignon,US,California,Virginie Boone
48,91,Pinot Noir,US,California,Virginie Boone
58,88,Pinot Noir,US,California,Virginie Boone
28,87,Pinot Noir,US,Oregon,Paul Gregutt
45,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
65,91,Pinot Noir,US,Oregon,Paul Gregutt
16,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
50,90,Pinot Noir,US,Oregon,Paul Gregutt
80,86,Red Blend,US,California,Virginie Boone
20,91,Syrah,US,California,Virginie Boone
36,93,Pinot Noir,US,California,Matt Kettmann
50,90,Chardonnay,France,Burgundy,Roger Voss
18,91,Riesling,France,Alsace,Roger Voss
60,89,Pinot Noir,US,Oregon,Paul Gregutt
20,88,Pinot Noir,US,Oregon,Paul Gregutt
61,91,Pinot Noir,France,Burgundy,Roger Voss
79,91,Pinot Noir,France,Burgundy,Roger Voss
125,93,Pinot Noir,France,Burgundy,Roger Voss
32,88,Syrah,US,Washington,Paul Gregutt
44,92,Pinot Noir,France,Burgundy,Roger Voss
29,87,Chardonnay,France,Burgundy,Roger Voss
32,89,Syrah,US,California,Virginie Boone
28,87,Cabernet Sauvignon,US,Washington,Paul Gregutt
31,91,Pinot Noir,France,Burgundy,Roger Voss
100,91,Bordeaux-style Red Blend,US,California,Virginie Boone
25,91,Gewürztraminer,France,Alsace,Roger Voss
20,87,Pinot Noir,France,Alsace,Roger Voss
18,84,Syrah,US,Washington,Paul Gregutt
48,94,Chardonnay,US,California,Virginie Boone
17,88,Pinot Noir,US,Oregon,Paul Gregutt
23,85,Cabernet Sauvignon,US,California,Virginie Boone
85,92,Cabernet Sauvignon,US,California,Virginie Boone
50,94,Red Blend,US,Washington,Paul Gregutt
50,90,Pinot Noir,US,Oregon,Paul Gregutt
45,91,Pinot Noir,US,Oregon,Paul Gregutt
22,86,Riesling,France,Alsace,Roger Voss
55,93,Syrah,US,California,Matt Kettmann
32,86,Pinot Noir,US,California,Matt Kettmann
55,91,Chardonnay,US,California,Matt Kettmann
55,90,Cabernet Sauvignon,US,California,Virginie Boone
10,83,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
38,91,Pinot Noir,US,Oregon,Paul Gregutt
55,90,Cabernet Sauvignon,US,California,Virginie Boone
34,87,Cabernet Sauvignon,US,Oregon,Paul Gregutt
50,92,Syrah,US,Washington,Paul Gregutt
35,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
38,95,Riesling,US,Oregon,Paul Gregutt
40,92,Pinot Noir,US,California,Matt Kettmann
75,88,Cabernet Sauvignon,US,California,Virginie Boone
120,88,Cabernet Sauvignon,US,California,Virginie Boone
60,88,Cabernet Sauvignon,US,California,Virginie Boone
22,91,Pinot Noir,US,Oregon,Paul Gregutt
48,91,Syrah,US,California,Virginie Boone
18,85,Red Blend,US,California,Virginie Boone
36,89,Red Blend,US,California,Matt Kettmann
64,92,Pinot Noir,US,California,Matt Kettmann
95,94,Bordeaux-style Red Blend,US,California,Matt Kettmann
26,85,Pinot Noir,US,Oregon,Paul Gregutt
15,85,Red Blend,US,Oregon,Paul Gregutt
30,87,Chardonnay,France,Burgundy,Roger Voss
60,90,Cabernet Sauvignon,US,California,Virginie Boone
15,88,Syrah,US,Washington,Paul Gregutt
20,85,Pinot Noir,US,California,Virginie Boone
40,92,Chardonnay,US,California,Matt Kettmann
20,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
78,91,Chardonnay,France,Burgundy,Roger Voss
20,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
40,88,Bordeaux-style Red Blend,US,California,Matt Kettmann
55,90,Chardonnay,US,California,Virginie Boone
75,90,Pinot Noir,US,California,Virginie Boone
15,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
18,88,Chardonnay,US,Oregon,Paul Gregutt
29,88,Chardonnay,US,California,Virginie Boone
44,93,Pinot Noir,US,California,Matt Kettmann
55,90,Cabernet Sauvignon,US,California,Virginie Boone
30,89,Pinot Noir,US,California,Virginie Boone
75,95,Pinot Noir,US,California,Matt Kettmann
17,88,Riesling,US,Oregon,Paul Gregutt
29,84,Pinot Noir,France,Alsace,Roger Voss
20,87,Red Blend,US,California,Matt Kettmann
80,90,Red Blend,US,California,Virginie Boone
15,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
26,88,Pinot Noir,US,Oregon,Paul Gregutt
40,92,Cabernet Sauvignon,US,California,Virginie Boone
18,85,Chardonnay,US,California,Matt Kettmann
40,87,Pinot Noir,US,Oregon,Paul Gregutt
48,92,Syrah,US,Washington,Paul Gregutt
25,91,Chardonnay,US,California,Matt Kettmann
22,89,Pinot Noir,US,California,Matt Kettmann
20,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,88,Chardonnay,US,California,Virginie Boone
27,90,Pinot Noir,US,California,Virginie Boone
28,88,Chardonnay,US,Oregon,Paul Gregutt
65,91,Pinot Noir,US,Oregon,Paul Gregutt
48,92,Pinot Noir,US,California,Virginie Boone
55,91,Pinot Noir,US,Oregon,Paul Gregutt
22,83,Chardonnay,France,Burgundy,Roger Voss
108,89,Cabernet Sauvignon,US,California,Virginie Boone
28,84,Pinot Noir,France,Burgundy,Roger Voss
36,87,Red Blend,US,Washington,Paul Gregutt
75,93,Cabernet Sauvignon,US,California,Virginie Boone
60,86,Pinot Noir,US,California,Virginie Boone
18,87,Chardonnay,France,Burgundy,Roger Voss
14,88,Chardonnay,US,California,Matt Kettmann
35,93,Riesling,France,Alsace,Roger Voss
32,88,Chardonnay,France,Burgundy,Roger Voss
70,90,Pinot Noir,US,Oregon,Paul Gregutt
26,88,Chardonnay,US,California,Virginie Boone
50,90,Pinot Noir,US,Oregon,Paul Gregutt
20,86,Chardonnay,US,California,Virginie Boone
45,90,Pinot Noir,US,Oregon,Paul Gregutt
25,91,Pinot Noir,US,California,Matt Kettmann
65,92,Pinot Noir,US,Oregon,Paul Gregutt
32,89,Pinot Noir,US,Oregon,Paul Gregutt
21,87,Cabernet Sauvignon,US,Washington,Paul Gregutt
20,88,Pinot Noir,US,Oregon,Paul Gregutt
45,90,Pinot Noir,US,California,Virginie Boone
40,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
39,89,Pinot Noir,US,Oregon,Paul Gregutt
40,85,Pinot Noir,US,Oregon,Paul Gregutt
55,87,Pinot Noir,US,Oregon,Paul Gregutt
16,91,Chardonnay,US,California,Matt Kettmann
100,97,Pinot Noir,US,California,Virginie Boone
225,95,Pinot Noir,France,Burgundy,Roger Voss
170,93,Cabernet Sauvignon,US,California,Virginie Boone
60,90,Pinot Noir,US,California,Virginie Boone
85,97,Cabernet Sauvignon,US,Washington,Paul Gregutt
125,91,Cabernet Sauvignon,US,Washington,Paul Gregutt
35,90,Pinot Noir,US,California,Virginie Boone
20,90,Red Blend,US,California,Matt Kettmann
21,86,Pinot Noir,US,California,Virginie Boone
65,86,Cabernet Sauvignon,US,California,Virginie Boone
25,86,Pinot Noir,US,Oregon,Paul Gregutt
39,90,Chardonnay,US,California,Matt Kettmann
20,87,Chardonnay,US,California,Virginie Boone
20,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
68,97,Cabernet Sauvignon,US,Washington,Paul Gregutt
50,93,Red Blend,US,California,Matt Kettmann
15,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,90,Pinot Noir,US,Oregon,Paul Gregutt
100,94,Cabernet Sauvignon,US,California,Virginie Boone
80,93,Pinot Noir,US,Oregon,Paul Gregutt
14,83,Chardonnay,US,Washington,Paul Gregutt
27,89,Chardonnay,France,Burgundy,Roger Voss
18,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
50,91,Pinot Noir,US,Oregon,Paul Gregutt
70,93,Syrah,US,California,Matt Kettmann
45,92,Pinot Noir,US,Oregon,Paul Gregutt
25,91,Pinot Noir,US,Oregon,Paul Gregutt
45,88,Pinot Noir,US,California,Matt Kettmann
80,93,Pinot Noir,France,Burgundy,Roger Voss
28,88,Cabernet Sauvignon,US,Washington,Paul Gregutt
125,93,Cabernet Sauvignon,US,California,Virginie Boone
45,94,Chardonnay,US,California,Matt Kettmann
15,85,Pinot Noir,France,Alsace,Roger Voss
46,92,Pinot Noir,US,California,Virginie Boone
106,94,Pinot Noir,France,Burgundy,Roger Voss
24,88,Red Blend,US,Oregon,Paul Gregutt
36,88,Pinot Noir,France,Burgundy,Roger Voss
48,87,Pinot Noir,France,Burgundy,Roger Voss
30,81,Cabernet Sauvignon,US,Washington,Paul Gregutt
75,93,Pinot Noir,US,Oregon,Paul Gregutt
25,85,Pinot Noir,US,Oregon,Paul Gregutt
65,94,Chardonnay,US,Oregon,Paul Gregutt
60,93,Red Blend,US,California,Matt Kettmann
25,83,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,83,Cabernet Sauvignon,US,Washington,Paul Gregutt
20,88,Chardonnay,US,Washington,Paul Gregutt
25,88,Chardonnay,US,California,Virginie Boone
22,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
65,92,Pinot Noir,US,Oregon,Paul Gregutt
48,86,Red Blend,US,California,Virginie Boone
35,93,Pinot Noir,US,California,Matt Kettmann
68,92,Pinot Noir,US,California,Virginie Boone
20,88,Syrah,US,California,Matt Kettmann
55,87,Cabernet Sauvignon,US,California,Virginie Boone
35,87,Syrah,US,California,Virginie Boone
40,91,Chardonnay,US,California,Virginie Boone
20,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,86,Riesling,US,Oregon,Paul Gregutt
20,91,Cabernet Sauvignon,US,California,Virginie Boone
26,90,Pinot Noir,US,Oregon,Paul Gregutt
38,90,Pinot Noir,US,California,Matt Kettmann
18,87,Chardonnay,US,Washington,Paul Gregutt
16,83,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
46,87,Red Blend,US,California,Virginie Boone
83,88,Pinot Noir,France,Burgundy,Roger Voss
160,94,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
30,91,Chardonnay,France,Burgundy,Roger Voss
17,87,Pinot Noir,US,California,Matt Kettmann
20,88,Chardonnay,US,California,Virginie Boone
32,90,Chardonnay,France,Burgundy,Roger Voss
18,86,Chardonnay,US,California,Virginie Boone
38,89,Cabernet Sauvignon,US,California,Virginie Boone
14,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
48,91,Syrah,US,California,Matt Kettmann
15,86,Chardonnay,France,Burgundy,Roger Voss
39,89,Chardonnay,France,Burgundy,Roger Voss
18,84,Chardonnay,France,Burgundy,Roger Voss
35,88,Chardonnay,US,California,Matt Kettmann
14,88,Chardonnay,US,Washington,Paul Gregutt
36,88,Pinot Noir,US,Oregon,Paul Gregutt
60,90,Pinot Noir,US,Oregon,Paul Gregutt
42,92,Pinot Noir,US,California,Matt Kettmann
25,89,Red Blend,US,California,Matt Kettmann
39,87,Cabernet Sauvignon,US,Washington,Paul Gregutt
52,90,Pinot Noir,France,Burgundy,Roger Voss
30,82,Pinot Noir,US,California,Virginie Boone
34,91,Pinot Noir,US,California,Matt Kettmann
36,93,Chardonnay,US,California,Matt Kettmann
23,88,Syrah,US,California,Virginie Boone
15,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,90,Chardonnay,France,Burgundy,Roger Voss
40,90,Chardonnay,US,California,Virginie Boone
13,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
78,91,Red Blend,US,California,Matt Kettmann
12,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,80,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
60,94,Chardonnay,US,California,Virginie Boone
30,87,Pinot Noir,US,California,Virginie Boone
14,89,Pinot Gris,US,Oregon,Paul Gregutt
28,92,Pinot Noir,US,California,Matt Kettmann
45,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
35,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,89,Red Blend,US,California,Matt Kettmann
65,90,Cabernet Sauvignon,US,California,Virginie Boone
30,94,Syrah,US,California,Matt Kettmann
22,88,Red Blend,US,California,Virginie Boone
25,89,Cabernet Sauvignon,US,Washington,Paul Gregutt
50,91,Pinot Noir,US,Oregon,Paul Gregutt
145,94,Pinot Noir,France,Burgundy,Roger Voss
16,90,Chardonnay,US,California,Matt Kettmann
25,88,Pinot Noir,US,California,Virginie Boone
50,93,Pinot Noir,US,Oregon,Paul Gregutt
50,90,Cabernet Sauvignon,US,Washington,Paul Gregutt
25,87,Pinot Noir,France,Burgundy,Roger Voss
60,93,Cabernet Sauvignon,US,California,Virginie Boone
50,87,Pinot Noir,US,California,Matt Kettmann
70,95,Pinot Noir,US,California,Virginie Boone
18,88,Chardonnay,US,Oregon,Paul Gregutt
65,91,Cabernet Sauvignon,US,Washington,Paul Gregutt
63,93,Pinot Noir,US,Oregon,Paul Gregutt
20,90,Chardonnay,US,California,Virginie Boone
75,88,Chardonnay,France,Burgundy,Roger Voss
125,94,Cabernet Sauvignon,US,California,Matt Kettmann
23,87,Pinot Noir,France,Burgundy,Roger Voss
36,86,Pinot Noir,US,Oregon,Paul Gregutt
225,96,Pinot Noir,France,Burgundy,Roger Voss
19,86,Chardonnay,France,Burgundy,Roger Voss
90,94,Pinot Noir,US,California,Matt Kettmann
50,88,Pinot Noir,France,Burgundy,Roger Voss
62,91,Syrah,US,California,Virginie Boone
25,87,Pinot Gris,France,Alsace,Roger Voss
10,82,Cabernet Sauvignon,US,California,Virginie Boone
55,92,Pinot Noir,US,California,Matt Kettmann
45,89,Chardonnay,US,California,Virginie Boone
24,92,Chardonnay,US,California,Virginie Boone
34,93,Pinot Gris,France,Alsace,Roger Voss
18,92,Pinot Gris,US,Oregon,Paul Gregutt
50,92,Pinot Noir,US,California,Virginie Boone
60,86,Pinot Noir,France,Burgundy,Roger Voss
35,89,Pinot Noir,US,California,Virginie Boone
48,88,Pinot Noir,US,Oregon,Paul Gregutt
45,90,Chardonnay,US,California,Matt Kettmann
22,90,Riesling,US,California,Matt Kettmann
48,88,Pinot Noir,US,Oregon,Paul Gregutt
34,90,Pinot Noir,France,Burgundy,Roger Voss
50,91,Pinot Noir,US,California,Virginie Boone
125,96,Pinot Noir,France,Burgundy,Roger Voss
22,90,Riesling,France,Alsace,Roger Voss
60,91,Pinot Noir,France,Burgundy,Roger Voss
56,94,Pinot Noir,US,California,Matt Kettmann
35,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
19,87,Chardonnay,US,California,Matt Kettmann
35,86,Pinot Noir,US,Oregon,Paul Gregutt
26,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
130,94,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
24,88,Pinot Noir,US,Oregon,Paul Gregutt
20,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
30,89,Bordeaux-style Red Blend,US,California,Matt Kettmann
22,88,Pinot Noir,US,Oregon,Paul Gregutt
20,88,Pinot Gris,US,Oregon,Paul Gregutt
23,86,Pinot Noir,US,California,Virginie Boone
75,93,Pinot Noir,US,California,Matt Kettmann
34,88,Pinot Noir,US,California,Virginie Boone
11,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,87,Pinot Gris,US,Oregon,Paul Gregutt
13,85,Chardonnay,France,Burgundy,Roger Voss
35,89,Cabernet Sauvignon,US,California,Virginie Boone
19,85,Chardonnay,US,California,Matt Kettmann
16,87,Chardonnay,US,California,Virginie Boone
25,94,Pinot Noir,US,California,Virginie Boone
59,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
22,87,Syrah,US,Washington,Paul Gregutt
30,89,Pinot Noir,France,Burgundy,Roger Voss
35,92,Pinot Noir,US,Oregon,Paul Gregutt
72,90,Pinot Noir,France,Burgundy,Roger Voss
250,97,Cabernet Sauvignon,US,California,Virginie Boone
15,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
250,96,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
60,93,Chardonnay,US,California,Virginie Boone
54,96,Chardonnay,US,California,Virginie Boone
22,88,Chardonnay,US,California,Matt Kettmann
75,88,Syrah,US,California,Virginie Boone
34,90,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
40,92,Pinot Noir,US,California,Matt Kettmann
70,93,Chardonnay,France,Burgundy,Roger Voss
50,96,Red Blend,US,Washington,Paul Gregutt
65,92,Pinot Noir,US,Oregon,Paul Gregutt
28,86,Syrah,US,Oregon,Paul Gregutt
50,88,Pinot Noir,US,Oregon,Paul Gregutt
50,86,Syrah,US,Oregon,Paul Gregutt
119,93,Cabernet Sauvignon,US,California,Matt Kettmann
60,95,Syrah,US,Washington,Paul Gregutt
68,94,Syrah,US,California,Matt Kettmann
350,95,Pinot Noir,France,Burgundy,Roger Voss
30,86,Chardonnay,US,California,Virginie Boone
45,93,Pinot Gris,France,Alsace,Roger Voss
18,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
32,90,Red Blend,US,California,Virginie Boone
15,86,Pinot Noir,US,California,Matt Kettmann
20,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
35,92,Pinot Noir,US,California,Matt Kettmann
38,93,Chardonnay,US,California,Virginie Boone
13,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
30,89,Chardonnay,France,Burgundy,Roger Voss
95,88,Chardonnay,France,Burgundy,Roger Voss
240,91,Pinot Noir,France,Burgundy,Roger Voss
70,92,Pinot Noir,US,California,Matt Kettmann
45,90,Chardonnay,US,California,Virginie Boone
10,84,Cabernet Sauvignon,US,California,Virginie Boone
16,91,Riesling,US,Oregon,Paul Gregutt
14,87,Riesling,France,Alsace,Roger Voss
22,90,Riesling,US,California,Matt Kettmann
59,94,Pinot Noir,US,California,Virginie Boone
15,85,Cabernet Sauvignon,US,California,Matt Kettmann
65,90,Pinot Noir,US,Oregon,Paul Gregutt
35,87,Pinot Noir,US,Oregon,Paul Gregutt
29,90,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
17,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
85,92,Pinot Noir,US,California,Virginie Boone
34,91,Pinot Noir,US,California,Virginie Boone
87,95,Syrah,US,California,Virginie Boone
20,87,Pinot Gris,US,Oregon,Paul Gregutt
19,91,Pinot Gris,US,Oregon,Paul Gregutt
42,89,Cabernet Sauvignon,US,California,Virginie Boone
10,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,92,Red Blend,US,Washington,Paul Gregutt
30,88,Cabernet Sauvignon,US,Washington,Paul Gregutt
15,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,87,Syrah,US,California,Virginie Boone
38,93,Chardonnay,US,California,Virginie Boone
23,91,Pinot Noir,US,California,Matt Kettmann
20,88,Pinot Noir,US,Oregon,Paul Gregutt
25,88,Chardonnay,US,California,Virginie Boone
28,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
13,85,Chardonnay,US,California,Virginie Boone
38,91,Pinot Noir,US,California,Matt Kettmann
22,85,Pinot Noir,France,Burgundy,Roger Voss
235,94,Chardonnay,France,Burgundy,Roger Voss
35,85,Pinot Noir,US,Oregon,Paul Gregutt
65,94,Pinot Noir,US,California,Virginie Boone
55,91,Pinot Noir,US,Oregon,Paul Gregutt
68,95,Cabernet Sauvignon,US,Washington,Paul Gregutt
30,87,Chardonnay,US,California,Virginie Boone
78,94,Pinot Gris,France,Alsace,Roger Voss
8,85,Cabernet Sauvignon,US,Washington,Paul Gregutt
16,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
30,84,Red Blend,US,Washington,Paul Gregutt
30,87,Pinot Noir,US,Oregon,Paul Gregutt
60,94,Pinot Noir,US,California,Matt Kettmann
48,93,Pinot Noir,US,Oregon,Paul Gregutt
32,86,Pinot Noir,US,Oregon,Paul Gregutt
75,93,Pinot Noir,US,California,Virginie Boone
80,86,Pinot Noir,US,Oregon,Paul Gregutt
44,94,Pinot Noir,US,California,Matt Kettmann
45,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
14,84,Pinot Gris,US,California,Virginie Boone
16,87,Pinot Gris,US,Washington,Paul Gregutt
40,89,Pinot Noir,US,Oregon,Paul Gregutt
30,90,Pinot Noir,US,California,Virginie Boone
45,93,Pinot Noir,US,California,Matt Kettmann
34,87,Cabernet Sauvignon,US,California,Matt Kettmann
16,87,Pinot Noir,US,Oregon,Paul Gregutt
357,95,Pinot Noir,France,Burgundy,Roger Voss
40,88,Pinot Noir,US,Oregon,Paul Gregutt
21,89,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
14,84,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
33,83,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
35,90,Cabernet Sauvignon,US,California,Virginie Boone
75,92,Pinot Noir,US,Oregon,Paul Gregutt
14,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
17,87,Pinot Gris,US,Oregon,Paul Gregutt
27,91,Pinot Gris,US,Oregon,Paul Gregutt
63,90,Chardonnay,France,Burgundy,Roger Voss
80,90,Cabernet Sauvignon,US,California,Virginie Boone
40,88,Pinot Noir,US,California,Virginie Boone
58,87,Syrah,US,Washington,Paul Gregutt
115,90,Bordeaux-style Red Blend,US,California,Virginie Boone
20,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
48,93,Cabernet Sauvignon,US,California,Matt Kettmann
80,88,Chardonnay,US,California,Virginie Boone
32,88,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
30,90,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,88,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
45,90,Bordeaux-style Red Blend,US,California,Matt Kettmann
50,93,Syrah,US,California,Matt Kettmann
50,90,Pinot Noir,US,California,Virginie Boone
33,90,Pinot Noir,US,Oregon,Paul Gregutt
68,92,Pinot Noir,US,California,Virginie Boone
48,92,Chardonnay,France,Burgundy,Roger Voss
35,93,Chardonnay,France,Burgundy,Roger Voss
165,95,Pinot Noir,France,Burgundy,Roger Voss
35,90,Chardonnay,US,California,Matt Kettmann
43,91,Pinot Noir,US,California,Matt Kettmann
18,89,Chardonnay,France,Burgundy,Roger Voss
45,89,Pinot Noir,France,Burgundy,Roger Voss
31,86,Cabernet Sauvignon,US,California,Virginie Boone
95,91,Pinot Noir,US,Oregon,Paul Gregutt
13,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
19,91,Pinot Gris,US,Oregon,Paul Gregutt
62,94,Pinot Noir,US,California,Matt Kettmann
8,86,Riesling,US,Washington,Paul Gregutt
55,90,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
32,87,Pinot Noir,US,California,Virginie Boone
45,87,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
20,90,Chardonnay,US,Washington,Paul Gregutt
60,93,Cabernet Sauvignon,US,California,Virginie Boone
60,91,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
30,92,Riesling,US,Oregon,Paul Gregutt
19,88,Pinot Noir,US,California,Virginie Boone
60,84,Cabernet Sauvignon,US,California,Virginie Boone
65,91,Cabernet Sauvignon,US,California,Virginie Boone
50,85,Cabernet Sauvignon,US,California,Virginie Boone
40,90,Cabernet Sauvignon,US,California,Virginie Boone
45,94,Pinot Noir,US,California,Virginie Boone
15,87,Cabernet Sauvignon,France,Bordeaux,Roger Voss
65,91,Cabernet Sauvignon,US,Washington,Paul Gregutt
39,88,Pinot Noir,US,California,Virginie Boone
60,88,Pinot Noir,US,California,Matt Kettmann
48,90,Cabernet Sauvignon,US,California,Virginie Boone
60,89,Pinot Noir,US,Oregon,Paul Gregutt
16,88,Gewürztraminer,US,California,Virginie Boone
92,87,Pinot Noir,France,Burgundy,Roger Voss
75,93,Pinot Noir,France,Burgundy,Roger Voss
55,91,Red Blend,US,California,Matt Kettmann
60,92,Pinot Noir,US,Oregon,Paul Gregutt
56,93,Pinot Noir,US,California,Virginie Boone
18,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
80,90,Cabernet Sauvignon,US,California,Virginie Boone
25,88,Cabernet Sauvignon,US,California,Matt Kettmann
20,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
60,94,Chardonnay,US,California,Virginie Boone
55,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
14,85,Chardonnay,US,California,Matt Kettmann
35,91,Chardonnay,US,California,Virginie Boone
28,84,Cabernet Sauvignon,US,California,Virginie Boone
85,90,Cabernet Sauvignon,US,California,Virginie Boone
23,86,Chardonnay,France,Burgundy,Roger Voss
15,92,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
35,91,Syrah,US,California,Matt Kettmann
34,88,Chardonnay,US,California,Virginie Boone
23,86,Syrah,US,Washington,Paul Gregutt
50,89,Bordeaux-style Red Blend,US,Washington,Paul Gregutt
10,91,Riesling,US,Oregon,Paul Gregutt
120,93,Pinot Noir,France,Burgundy,Roger Voss
34,84,Pinot Noir,US,Oregon,Paul Gregutt
20,90,Pinot Gris,US,Oregon,Paul Gregutt
35,93,Cabernet Sauvignon,US,Washington,Paul Gregutt
92,95,Pinot Noir,US,Oregon,Paul Gregutt
40,87,Gewürztraminer,France,Alsace,Roger Voss
20,93,Syrah,US,California,Matt Kettmann
25,87,Chardonnay,US,California,Virginie Boone
68,91,Pinot Noir,US,California,Virginie Boone
16,92,Gewürztraminer,US,Oregon,Paul Gregutt
15,85,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
25,86,Bordeaux-style Red Blend,France,Bordeaux,Roger Voss
35,88,Pinot Noir,France,Burgundy,Roger Voss
180,92,Pinot Noir,France,Burgundy,Roger Voss
75,87,Chardonnay,US,California,Matt Kettmann
